job_title,salary_estimate,job_description,rating,company_name,location,job_age,size,founded,type_of_ownership,industry,sector,revenue,competitors,date_scrapped,salary_description,hourly,annually,salary,currency,min_salary,max_salary,avg_salary,older_than_30_days,job_fam,company_age,python_yn,r_yn,spark_yn,aws_yn,pytorch_yn,tf_yn,ml_yn,pbi_tableau_yn,stats_yn,sql_yn,experience_level,job_simp,country
Data Analyst,AED 10K - AED 13K (Employer est.),"We are Looking for Own Visa (Freelance Visa) Candidate Only
Experience and Knowledge:
 Minimum 7-8 years of experience in data analytics with an understanding of customer and market dynamics.
 Hands-on experience handling high volume of raw data in excel and reporting tools.
 Proficiency in Microsoft Excel and Data PowerPoint Presentations are must.
 Experience with reporting tools like Power BI/Tableau/Alteryx to conduct data analysis is preferred.",-1,Ontime manpower supply,Dubai,24h,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 10K - AED 13K ,aed,10000.0,13000.0,11500.0,0,da,-1,0,0,0,0,0,0,0,1,0,0,other,analyst,Dubai
Data Analyst,AED 4K (Employer est.),"Data Analyst responsibilities include:
· Interpreting data, andanalyzing results using statistical techniques
· Developing and implementing data analyses, data collection systems, and other strategies that optimize statistical efficiency and quality.
· Acquiring data from primary or secondary data sources and maintaining databases
Job brief
We are looking for a passionate certified Data Analyst. The successful candidate will turn data into information, information into insight and insight into business decisions.",-1,Firstline Document Clearing Services,Dubai,5d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 4K ,aed,4000.0,4000.0,4000.0,0,da,-1,0,0,0,0,0,0,0,0,1,0,other,analyst,Dubai
marketing Data Analyst,AED 4K - AED 5K (Employer est.),"Collect data on competitors' marketing tactics, sales prices and product/service distribution. Gather and analyze data related to market conditions and consumer demographics. Research customers' opinions, buying habits, preferences, wants and needs.
Job Type: Full-time
Salary: AED3,500.00 - AED5,000.00 per month
Ability to commute/relocate:
Dubai: Reliably commute or planning to relocate before starting work (Required)",-1,Aldaem information technology,Dubai,18d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 4K - AED 5K ,aed,4000.0,5000.0,4500.0,0,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,Dubai
Investment Advisor,AED 5K - AED 6K (Employer est.),"Investment Advisor
Company Name:Client First Management Consultancy
Responsibilities:
Prospect for new clients
Maintain and deepen relations with existing client
Educate clients regarding the range of applicable investment options available to them
Determine the risk tolerance of clients
Develop personally tailored investment solutions for clients
Follow through on the investment actions approved by clients",-1,Client First Management Consultancy,Dubai,27d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 5K - AED 6K ,aed,5000.0,6000.0,5500.0,0,other,-1,0,0,0,0,0,0,0,0,0,0,other,other,Dubai
Data Analyst,AED 4K - AED 5K (Employer est.),"We are looking for a strong Data Analyst to help us build and efficiently scale a distributed system from the ground up. You will join a small but growing team that provides data, frameworks, and insights to the company at large. You will be bringing analytics into the business-as-usual way of doing things and for designing, planning and delivering analytics use cases on time.
Currently, the Analytics unit continues to be in a start-up mode and is expected to grow very quickly. As such, team members are given the latitude to shape the trajectory of the unit and bring their ideas and visions into fruition.
Role Details – Key Responsibilities and Accountabilities:
Pull and model data from our data lake and Google Analytics to create quantitative models of business trends and measure impact of online sales growth initiatives",-1,Pure Magic Exhibition & Conference Organizing,Dubai,29d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 4K - AED 5K ,aed,4000.0,5000.0,4500.0,0,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,Dubai
"Technical Analyst of Forex, Commodity & Stocks Trading",AED 3K - AED 15K (Employer est.),"Profitfx that provides financial (Forex trading & stock market) education. We are also helping customers to learn trading platforms and Trading risk management.
Duties and responsibilities
Managing online and in-office forex education sessions with clients.
Utilize your analytical skills and decision-making to help your clients make meaningful trades with risk management.
Working directly with the marketing and sales teams in planning and implementing effective strategies.
Teaching trading platforms, indicators, and tools to clients for MT4 & MT5.
Analyzing and interpreting market data using technical analysis.",-1,Profitfx,Dubai,7d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 3K - AED 15K ,aed,3000.0,15000.0,9000.0,0,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,Dubai
product research analyst,AED 4K - AED 5K (Employer est.),"Product analysts perform market research and analyze market data, identifying consumer behaviors and trends. They make recommendations and provide launch strategies based on their analyses to increase firm profitability. Product analysts monitor product performance and recommend alterations to meet sales forecasts.
Job Type: Full-time
Salary: AED3,500.00 - AED5,000.00 per month
Ability to commute/relocate:
Dubai: Reliably commute or planning to relocate before starting work (Required)",-1,Aldaem information technology,Dubai,18d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 4K - AED 5K ,aed,4000.0,5000.0,4500.0,0,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,Dubai
Financial Analyst,AED 6K - AED 8K (Employer est.),"The Finance Team at Newcom is looking to onboard a Financial Analyst with some background on taxation to provide accurate and data-based information to contribute to the company’s profitability, stability, and liquidity.
The candidate in the role will research and analyze financial information to help the company make well-informed decisions, write reports and monitor financial movements. The tax responsibilities include preparing all tax compliance, assisting in audits, and responding to tax correspondence.
Responsibilities • Consolidate and analyze financial data (budgets, income statement forecasts etc) considering the company’s goals and financial standing
Provide creative alternatives and recommendations to reduce costs and improve financial performance",-1,NEWCOM Computer Systems LLC,Dubai,30d+,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,2023-02-22,-1,0,0,AED 6K - AED 8K ,aed,6000.0,8000.0,7000.0,1,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,Dubai
Data Analyst,AED 7K - AED 10K (Employer est.),"Skills required- Data Cloud, Data Wareshousing, Power BI, Python, Microsoft Azure, Data Engineering, Data Modelling.
Collecting and interpreting data
Analysing results
Reporting the results back to the relevant members of the business
Identifying patterns and trends in data sets
Working alongside teams within the business or the management team to establish business needs
Defining new data collection and analysis processes
Job Type: Full-time",3.9,GTS Corporate,Dubai,30d+,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,2023-02-22,-1,0,0,AED 7K - AED 10K ,aed,7000.0,10000.0,8500.0,1,da,-1,1,0,0,0,0,0,0,1,0,0,other,analyst,Dubai
Financial Analyst,AED 6K (Employer est.),"Vegberry is a fresh food agritech business. We grow, certify, sell and distribute natural produce and provide a reliable year-round supply of high-quality products through a fully managed supply chain powered by industry-leading agricultural technology. Our main corporate values - social responsibility, stability, flexibility and reliability. We are looking for people with strong motivation and skills who are ready to develop and grow with the company.
Position: Financial Analyst
Employment Type: Full time
Job Description:
The Financial Analyst is responsible for providing financial analysis and support to the organization. This includes analyzing financial data, creating financial models, and making recommendations to improve financial performance. The Financial Analyst works closely with other departments to provide financial insight and support decision-making processes.",-1,Vegberry,Dubai,30d+,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 6K ,aed,6000.0,6000.0,6000.0,1,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,Dubai
Data Scientist,AED 22K - AED 26K (Employer est.),"Roles and Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modeling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams",-1,Inspire Gulf Recruitment Solutions,Dubai,12d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 22K - AED 26K ,aed,22000.0,26000.0,24000.0,0,ds,-1,0,0,0,0,0,0,0,0,0,0,other,data scientist,Dubai
Research Analyst,-1,"Research Analyst for Due Diligence and Investigations
Pacific Strategies & Assessments – Dubai, United Arab Emirates
Full Time

Background to the Firm:
Pacific Strategies & Assessments (PSA) is a global specialist risk consultancy. For over 20 years
we have been at the forefront of delivering critical information to our clients through market
leading due diligence, investigations, and advisory services.

Role:
PSA is currently seeking an Arabic and French speaking Research Analyst to join our Dubai
office. Ideal candidate will have background or interest in international affairs, political and
security risk analysis, corporate due diligence, or market research in the Middle East and North
Africa region. This is an entry level position with strong prospects for growth and increased
responsibility.


Basic requirements


level degree is a plus).
documents under little direct supervision.
analysis, investigations, or other related field of research.
independently or as part of a team.
level research and reports in English.
workload to deliver to deadline on projects.
Compensation
Monthly Salary of AED 13,000 + Insurance and other relevant benefits.
Submit Application
Interested applicants will send one-page resume and no more than one-page cover
recruitmentdubai@psagroup.com",3.5,Pacific Strategies & Assessments (PSA),Dubai,15d,51 to 200 Employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,2023-02-22,"AED 13,000",0,0,"AED 13,000",aed,13000.0,13000.0,13000.0,0,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,Dubai
Consumer Researcher / Analyst,AED 7K (Employer est.),"Job Title: Consumer Research
Number of people required: 1 person
Salary: 7-8k
Job Responsibilities:
l Responsible for user insight and research work on docking business lines, and establish user portraits;
l Multi-channel collection of industry, competing products, and relevant information of target customer groups, multi-dimensional insight into the development trend of enterprise-level services, and output relevant reports;",3.2,MINISO JAPAN - UAE,Dubai,6d,1 to 50 Employees,2016,Company - Public,General Merchandise & Superstores,Retail & Wholesale,Less than $1 million (USD),-1,2023-02-22,-1,0,0,AED 7K ,aed,7000.0,7000.0,7000.0,0,da,7,0,0,0,0,0,0,0,0,0,0,other,analyst,Dubai
Programmer Analyst,AED 4K - AED 5K (Employer est.),"The Programmer/Analyst's role is to define, develop, test, analyze, and maintain new software applications in support of the achievement of business requirements. This includes writing, coding, testing, and analyzing software programs and applications.
Job Types: Full-time, Permanent
Salary: AED3,500.00 - AED4,500.00 per month
Experience:
SQL (Preferred)
Informatica (Preferred)
Data warehouse (Preferred)",-1,Aldaem information technology,Dubai,20d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 4K - AED 5K ,aed,4000.0,5000.0,4500.0,0,da,-1,0,0,0,0,0,0,0,0,0,1,other,analyst,Dubai
Operations Analyst,AED 7K - AED 10K (Employer est.),"Analyst job profile
The analyst gathers, interprets, and uses complex data to develop actionable steps to improve performance and optimize results.
Analysts gather information and statistics, analyze trends, and then use charts and graphs to present the results.
Analyst job description
We are looking for an experienced Analyst to join our team, someone who will provide support for various business functions within Hospitality at DWTC, including data management, reporting and analytics, data analysis, data modeling, data profiling, and data visualization.
MDR reporting/ Menu analyzing etc",-1,Experts Plus Recruitment Services,Dubai,16d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 7K - AED 10K ,aed,7000.0,10000.0,8500.0,0,da,-1,0,0,0,0,0,0,0,0,1,0,other,analyst,Dubai
SAP Payroll Functional Analyst,AED 90.00 - AED 136.88 Per Hour(Employer est.),"Years of experience: 5-8 years
1. Strong experience in configuring and maintaining payroll systems, specifically SAP
2. Knowledge of payroll laws and regulations, and experience working with payroll-related calculations such as taxes, deductions, and other payroll-related calculations
3. Experience in functional unit testing, troubleshooting and debugging payroll systems, and experience in data migration and data integration
4. Strong understanding of the integration of payroll system with other systems and processes like HR, IT, and finance
5. Strong analytical and problem-solving skills and ability to work well in a team environment",-1,TechTalent,Remote,28d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,1,0,AED 90.00 - AED 136.88 Per Hour,aed,14400.0,21900.8,18150.4,0,da,-1,0,0,0,1,0,0,0,0,0,0,other,analyst,remote
Financial Analyst,AED 8K - AED 12K (Employer est.),"· Consolidate and analyse financial data (budgets, income statement forecasts etc.) taking into account company’s goals and financial standing.
· Provide creative alternatives and recommendations to reduce costs and improve financial performance.
· Assemble and summarize data to structure sophisticated reports on financial status and risks.
· Develop financial models, conduct benchmarking and process analysis.
· Conduct business studies on past, future and comparative performance and develop forecast models.
· Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis.",-1,Elite Global Fresh Trading LLC,Dubai,13d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 8K - AED 12K ,aed,8000.0,12000.0,10000.0,0,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,Dubai
Financial Analyst,AED 9K - AED 12K (Employer est.),"Key Result Areas:
Analyzing financial data & preparing reports based on analysis performed.
Providing financial models & making financial forecasts and business plan.
Cash & working capital reporting and management.
Prepare analysis and recommendations on monthly financial figures from business units compared to budget in previous year and issue reports as required by the management.
Budget preparation, capital expenditure analysis.
Key skills / experience / qualification:",-1,TTI,Dubai,14d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 9K - AED 12K ,aed,9000.0,12000.0,10500.0,0,da,-1,0,0,0,0,0,0,0,0,0,0,other,analyst,Dubai
Data Scientist,AED 12K - AED 18K (Employer est.),"Junior Data Scientist
Python (min 6 years experience required)
Excel (advanced)
Data Exploration/analysis & Transformation & Cleansing – ie, handling missing data, outliers, creating new features, one-hot encoding,calculating summary statistics
Regression modelling
Clustering/Segmentation
Microsoft Powerpoint
Job Type: Full-time",3.1,Reach Employment Services,Abu Dhabi,30d+,5001 to 10000 Employees,-1,Company - Private,-1,-1,$100 to $500 million (USD),-1,2023-02-22,-1,0,0,AED 12K - AED 18K ,aed,12000.0,18000.0,15000.0,1,ds,-1,1,0,0,0,0,0,0,0,1,0,other,data scientist,Abu Dhabi
Senior Data Scientist - Remote,AED 32K - AED 40K (Employer est.),"Launched in 2019, Binance.US is the fastest growing and most integrated digital asset marketplace in the United States, powered by matching engine and wallet technologies license from the world’s largest cryptocurrency exchange - Binance. Our mission is to provide liquidity, transparency, and efficiency to financial markets by creating products that leverage crypto to unlock the power of everything. We build bridges between traditional finance and digital markets that enable growth for all—empowering the future of finance. Binance.US is operated by BAM Trading Services.
Responsibilities
Identify potential business opportunities within your area and scope/design approaches to capture those opportunities
Facilitate data driven decision making across the company",3.7,Binance.us,Dubai,30d+,501 to 1000 Employees,2019,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,2023-02-22,-1,0,0,AED 32K - AED 40K ,aed,32000.0,40000.0,36000.0,1,ds,4,0,0,0,0,0,0,0,0,0,0,senior,data scientist,Dubai
"JUNIOR DATA SCIENTIST - Dubai, UAE",-1,"Location: Dubai, UAE (We provide visa sponsorship & relocation assistance)
Starting salary of USD 60,000 per annum + performance based bonus' - 0% tax environment.
About Cobblestone Energy
Cobblestone Energy is an energy trading company specialising in the Great Britain and European wholesale electricity markets. Founded in 2017, we are part of the next generation of companies defining the future of global commodity trading.
We make use of advanced data analytics and extensive research to drive profitable decision making, trading enough electricity every day to power a small country, and growing every day. In doing so, we help to balance the electricity grid, lowering the cost to end consumers, and aiding the transition to a renewable future. Technology and risk management form the backbone of our business.",-1,"Cobblestone Energy, Dubai - UAE.",Sharjah,14d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,"USD 60,000 per annum",0,1,"USD 60,000 per annum",usd,18350.0,18350.0,18350.0,0,ds,-1,0,0,0,0,0,0,0,0,0,0,junior,data scientist,Sharjah
"DATA SCIENTIST - Dubai, UAE",-1,"Location: Dubai, UAE (We provide visa sponsorship & relocation assistance)
Annual Base Salary range of $75,000 - $100,000 per annum + performance-based bonus' - 0% tax environment.
About Cobblestone Energy
Cobblestone Energy is an energy trading company specialising in the Great Britain and European wholesale electricity markets. Founded in 2017, we are part of the next generation of companies defining the future of global commodity trading.
We make use of advanced data analytics and extensive research to drive profitable decision making, trading enough electricity every day to power a small country, and growing every day. In doing so, we help to balance the electricity grid, lowering the cost to end consumers, and aiding the transition to a renewable future. Technology and risk management form the backbone of our business.",5.0,Cobblestone,Dubai,15d,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,2023-02-22,"$75,000 - $100,000",0,1,"$75,000 - $100,000",usd,22937.5,30583.333333333332,26760.416666666668,0,ds,-1,0,0,0,0,0,0,0,0,0,0,other,data scientist,Dubai
Research Scientist,AED 20K - AED 25K (Employer est.),"Research Scientist Position Description
General Details
Position Duration 01/02/2023 to 31/12/2026
Position Title Research Scientist or Postdoc Associate
Project Title Quantum-inspired algorithms for computational fluid dynamics:
the nuclear-industry use case
Project Supervisor Dr. Mohamed Kamel RIAHI, Assistant Professor of Mathematics mohamed[dot]riahi[_at_]ku[dot]ac[_dot_]ae
Academic
Department Mathematics Department",3.6,Khalifa University,Abu Dhabi,16d,501 to 1000 Employees,2007,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,2023-02-22,-1,0,0,AED 20K - AED 25K ,aed,20000.0,25000.0,22500.0,0,other,16,0,0,0,0,0,0,0,0,0,0,other,researcher,Abu Dhabi
Business Intelligence Expert,AED 25K (Employer est.),"Translate business needs to technical specifications
Design, build and deploy BI solutions (e.g., reporting tools)
Maintain and support data analytics platforms (e.g., MicroStrategy)
Create tools to store data (e.g., OLAP cubes)
Conduct unit testing and troubleshooting
Evaluate and improve existing BI systems
Collaborate with teams to integrate systems
Develop and execute database queries and conduct analyses
Create visualizations and reports for requested projects",3.1,Reach Employment Services,Abu Dhabi,30d+,5001 to 10000 Employees,-1,Company - Private,-1,-1,$100 to $500 million (USD),-1,2023-02-22,-1,0,0,AED 25K ,aed,25000.0,25000.0,25000.0,1,other,-1,0,0,0,0,0,0,0,0,0,0,senior,other,Abu Dhabi
Sr. Machine learning engineer.,AED 10K - AED 30K (Employer est.),"Who we are?
Dezzex uses Artificial Intelligence and Machine Learning technologies to advance the motor insurance industry by creating a system to automate claims. We use these technologies to improve insurance processes, reduce operational costs and enable a seamless customer experience. Our solution offering is also designed for the insurance companies, Insurance companies, Smart cities application.
For applying as a Sr. Machine Learning Engineer, the person should have overall 7-8 years of experience out of which 4-5 years of experience should be in Machine & Deep Machine learning. Especially using Convolution Neural Network (CNN), Image Analytics TensorFlow, Open CV etc.
For applying as just a data scientist (Junior), the person needs to have experience of 3 - 9 years.",-1,Dezzex,Dubai,30d+,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,2023-02-22,-1,0,0,AED 10K - AED 30K ,aed,10000.0,30000.0,20000.0,1,ml,-1,0,0,0,0,0,1,1,0,0,0,senior,machine learning engineer,Dubai
"Artificial Intelligence, Machine Learning and Python Trainer-Part Time",AED 50.00 - AED 75.00 Per Hour(Employer est.),"The Trainer must be experienced in teaching the subject to individual or a group of professionals or students. Must be having proper curriculum with practical assignments.
Job Type: Part-time
Salary: AED50.00 - AED75.00 per hour
Ability to commute/relocate:
Dubai: Reliably commute or planning to relocate before starting work (Required)",-1,YourOwn Institute of Training and Professional Development,Dubai,13d,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,2023-02-22,-1,1,0,AED 50.00 - AED 75.00 Per Hour,aed,8000.0,12000.0,10000.0,0,ml,-1,0,0,0,0,0,0,0,0,0,0,other,other,Dubai
Machine Learning Engineer,AED 12K (Employer est.),"Mandatory Skills
Azure ML, Databricks, MLOPS, Python
Preferred Skills
Spark, Cand with Production invironment.
Mandatory
1-2 Yrs exp Required into ML Deployement
Job Description / Roles & Responsibilities (in Detail)
Role Title: Machine Learning Engineer",-1,KBC Technologies,Dubai,9d,-1,-1,-1,-1,-1,-1,-1,2023-02-22,-1,0,0,AED 12K ,aed,12000.0,12000.0,12000.0,0,ml,-1,1,0,1,0,0,0,1,0,0,0,other,machine learning engineer,Dubai
Artificial Intelligence / Machine Learning Expert,AED 10K (Employer est.),"Have an end-to-end hands-on ownership of ML features and various projects.
Develop algorithms in key areas in Machine Learning.
Lead the path of value-driven AI features that are innovative and deployable to real customers.
Knowledge the latest cutting-edge AI technologies.
Have stellar communication skills, effectively expressing yourself. You convey and receive information in a clear, credible and consistent manner.
2+ years' experience with Software Engineering.
2+ years' experience in AI and ML algorithm development.
Experience with one Cloud provider such as GCP, AWS, Azure, etc",3.1,Reach Employment Services,Abu Dhabi,30d+,5001 to 10000 Employees,-1,Company - Private,-1,-1,$100 to $500 million (USD),-1,2023-02-22,-1,0,0,AED 10K ,aed,10000.0,10000.0,10000.0,1,ml,-1,0,0,0,1,0,0,1,0,0,0,senior,other,Abu Dhabi
